"FECHA","PERIODO","MES","MES_NOMBRE","SEMANA","DIA","DIA_NOMBRE","FESTIVO","FECHA_ESPECIAL"
2022-05-03,"2022","05","Mayo","18","03","Martes","No","No"
2022-05-04,"2022","05","Mayo","18","04","Miércoles","No","No"
2022-05-05,"2022","05","Mayo","18","05","Jueves","No","No"
2022-05-06,"2022","05","Mayo","18","06","Viernes","No","No"
2022-05-07,"2022","05","Mayo","18","07","Sábado","No","Dia  De  La  Madre"
2022-05-08,"2022","05","Mayo","18","08","Domingo","No","Dia  De  La  Madre"
2022-05-09,"2022","05","Mayo","19","09","Lunes","No","No"
2022-05-10,"2022","05","Mayo","19","10","Martes","No","No"
2022-05-11,"2022","05","Mayo","19","11","Miércoles","No","No"
2022-05-12,"2022","05","Mayo","19","12","Jueves","No","No"
2022-05-13,"2022","05","Mayo","19","13","Viernes","No","No"
2022-05-14,"2022","05","Mayo","19","14","Sábado","No","No"
2022-05-15,"2022","05","Mayo","19","15","Domingo","No","No"
2022-05-16,"2022","05","Mayo","20","16","Lunes","No","No"
2022-05-17,"2022","05","Mayo","20","17","Martes","No","No"
2022-05-18,"2022","05","Mayo","20","18","Miércoles","No","No"
2022-05-19,"2022","05","Mayo","20","19","Jueves","No","No"
2022-05-20,"2022","05","Mayo","20","20","Viernes","No","No"
2022-05-21,"2022","05","Mayo","20","21","Sábado","No","No"
2022-05-22,"2022","05","Mayo","20","22","Domingo","No","No"
2022-05-23,"2022","05","Mayo","21","23","Lunes","No","No"
2022-05-24,"2022","05","Mayo","21","24","Martes","No","No"
2022-05-25,"2022","05","Mayo","21","25","Miércoles","No","No"
2022-05-26,"2022","05","Mayo","21","26","Jueves","No","No"
2022-05-27,"2022","05","Mayo","21","27","Viernes","No","No"
2022-05-28,"2022","05","Mayo","21","28","Sábado","No","No"
2022-05-29,"2022","05","Mayo","21","29","Domingo","No","No"
2022-05-30,"2022","05","Mayo","22","30","Lunes","Sí","No"
2022-05-31,"2022","05","Mayo","22","31","Martes","No","No"
2022-06-01,"2022","06","Junio","22","01","Miércoles","No","No"
2022-06-02,"2022","06","Junio","22","02","Jueves","No","No"
2022-06-03,"2022","06","Junio","22","03","Viernes","No","No"
2022-06-04,"2022","06","Junio","22","04","Sábado","No","No"
2022-06-05,"2022","06","Junio","22","05","Domingo","No","No"
2022-06-06,"2022","06","Junio","23","06","Lunes","No","No"
2022-06-07,"2022","06","Junio","23","07","Martes","No","No"
2022-06-08,"2022","06","Junio","23","08","Miércoles","No","No"
2022-06-09,"2022","06","Junio","23","09","Jueves","No","No"
2022-06-10,"2022","06","Junio","23","10","Viernes","No","No"
2022-06-11,"2022","06","Junio","23","11","Sábado","No","No"
2022-06-12,"2022","06","Junio","23","12","Domingo","No","No"
2022-06-13,"2022","06","Junio","24","13","Lunes","No","No"
2022-06-14,"2022","06","Junio","24","14","Martes","No","No"
2022-06-15,"2022","06","Junio","24","15","Miércoles","No","No"
2022-06-16,"2022","06","Junio","24","16","Jueves","No","No"
2022-06-17,"2022","06","Junio","24","17","Viernes","No","No"
2022-06-18,"2022","06","Junio","24","18","Sábado","No","No"
2022-06-19,"2022","06","Junio","24","19","Domingo","No","No"
2022-06-20,"2022","06","Junio","25","20","Lunes","Sí","No"
2022-06-21,"2022","06","Junio","25","21","Martes","No","No"
2022-06-22,"2022","06","Junio","25","22","Miércoles","No","No"
2022-06-23,"2022","06","Junio","25","23","Jueves","No","No"
2022-06-24,"2022","06","Junio","25","24","Viernes","No","No"
2022-06-25,"2022","06","Junio","25","25","Sábado","No","No"
2022-06-26,"2022","06","Junio","25","26","Domingo","No","No"
2022-06-27,"2022","06","Junio","26","27","Lunes","Sí","No"
2022-06-28,"2022","06","Junio","26","28","Martes","No","No"
2022-06-29,"2022","06","Junio","26","29","Miércoles","No","No"
2022-06-30,"2022","06","Junio","26","30","Jueves","No","No"
2022-07-01,"2022","07","Julio","26","01","Viernes","No","No"
2022-07-02,"2022","07","Julio","26","02","Sábado","No","No"
2022-07-03,"2022","07","Julio","26","03","Domingo","No","No"
2022-07-04,"2022","07","Julio","27","04","Lunes","Sí","No"
2022-07-05,"2022","07","Julio","27","05","Martes","No","No"
2022-07-06,"2022","07","Julio","27","06","Miércoles","No","No"
2022-07-07,"2022","07","Julio","27","07","Jueves","No","No"
2022-07-08,"2022","07","Julio","27","08","Viernes","No","No"
2022-07-09,"2022","07","Julio","27","09","Sábado","No","No"
2022-07-10,"2022","07","Julio","27","10","Domingo","No","No"
2022-07-11,"2022","07","Julio","28","11","Lunes","No","No"
2022-07-12,"2022","07","Julio","28","12","Martes","No","No"
2022-07-13,"2022","07","Julio","28","13","Miércoles","No","No"
2022-07-14,"2022","07","Julio","28","14","Jueves","No","No"
2022-07-15,"2022","07","Julio","28","15","Viernes","No","No"
2022-07-16,"2022","07","Julio","28","16","Sábado","No","No"
2022-07-17,"2022","07","Julio","28","17","Domingo","No","No"
2022-07-18,"2022","07","Julio","29","18","Lunes","No","No"
2022-07-19,"2022","07","Julio","29","19","Martes","No","No"
2022-07-20,"2022","07","Julio","29","20","Miércoles","Sí","No"
2022-07-21,"2022","07","Julio","29","21","Jueves","No","No"
2022-07-22,"2022","07","Julio","29","22","Viernes","No","No"
2022-07-23,"2022","07","Julio","29","23","Sábado","No","No"
2022-07-24,"2022","07","Julio","29","24","Domingo","No","No"
2022-07-25,"2022","07","Julio","30","25","Lunes","No","No"
2022-07-26,"2022","07","Julio","30","26","Martes","No","No"
2022-07-27,"2022","07","Julio","30","27","Miércoles","No","No"
2022-07-28,"2022","07","Julio","30","28","Jueves","No","No"
2022-07-29,"2022","07","Julio","30","29","Viernes","No","Feria  De  Flores"
2022-07-30,"2022","07","Julio","30","30","Sábado","No","Feria  De  Flores"
2022-07-31,"2022","07","Julio","30","31","Domingo","No","Feria  De  Flores"
2022-08-01,"2022","08","Agosto","31","01","Lunes","No","Feria  De  Flores"
2022-08-02,"2022","08","Agosto","31","02","Martes","No","Feria  De  Flores"
2022-08-03,"2022","08","Agosto","31","03","Miércoles","No","Feria  De  Flores"
2022-08-04,"2022","08","Agosto","31","04","Jueves","No","Feria  De  Flores"
2022-08-05,"2022","08","Agosto","31","05","Viernes","No","Feria  De  Flores"
2022-08-06,"2022","08","Agosto","31","06","Sábado","No","Feria  De  Flores"
2022-08-07,"2022","08","Agosto","31","07","Domingo","Sí","Feria  De  Flores"
2022-08-08,"2022","08","Agosto","32","08","Lunes","No","No"
2022-08-09,"2022","08","Agosto","32","09","Martes","No","No"
2022-08-10,"2022","08","Agosto","32","10","Miércoles","No","No"
2022-08-11,"2022","08","Agosto","32","11","Jueves","No","No"
2022-08-12,"2022","08","Agosto","32","12","Viernes","No","No"
2022-08-13,"2022","08","Agosto","32","13","Sábado","No","No"
2022-08-14,"2022","08","Agosto","32","14","Domingo","No","No"
2022-08-15,"2022","08","Agosto","33","15","Lunes","Sí","No"
2022-08-16,"2022","08","Agosto","33","16","Martes","No","No"
2022-08-17,"2022","08","Agosto","33","17","Miércoles","No","No"
2022-08-18,"2022","08","Agosto","33","18","Jueves","No","No"
2022-08-19,"2022","08","Agosto","33","19","Viernes","No","Fiesta  Del  Tamarindo"
2022-08-20,"2022","08","Agosto","33","20","Sábado","No","Fiesta  Del  Tamarindo"
2022-08-21,"2022","08","Agosto","33","21","Domingo","No","Fiesta  Del  Tamarindo"
2022-08-22,"2022","08","Agosto","34","22","Lunes","No","No"
2022-08-23,"2022","08","Agosto","34","23","Martes","No","No"
2022-08-24,"2022","08","Agosto","34","24","Miércoles","No","No"
2022-08-25,"2022","08","Agosto","34","25","Jueves","No","No"
2022-08-26,"2022","08","Agosto","34","26","Viernes","No","No"
2022-08-27,"2022","08","Agosto","34","27","Sábado","No","No"
2022-08-28,"2022","08","Agosto","34","28","Domingo","No","No"
2022-08-29,"2022","08","Agosto","35","29","Lunes","No","No"
2022-08-30,"2022","08","Agosto","35","30","Martes","No","No"
2022-08-31,"2022","08","Agosto","35","31","Miércoles","No","No"
2022-09-01,"2022","09","Septiembre","35","01","Jueves","No","No"
2022-09-02,"2022","09","Septiembre","35","02","Viernes","No","No"
2022-09-03,"2022","09","Septiembre","35","03","Sábado","No","No"
2022-09-04,"2022","09","Septiembre","35","04","Domingo","No","Maraton  De  Las  Flores"
2022-09-05,"2022","09","Septiembre","36","05","Lunes","No","No"
2022-09-06,"2022","09","Septiembre","36","06","Martes","No","No"
2022-09-07,"2022","09","Septiembre","36","07","Miércoles","No","No"
2022-09-08,"2022","09","Septiembre","36","08","Jueves","No","No"
2022-09-09,"2022","09","Septiembre","36","09","Viernes","No","No"
2022-09-10,"2022","09","Septiembre","36","10","Sábado","No","No"
2022-09-11,"2022","09","Septiembre","36","11","Domingo","No","No"
2022-09-12,"2022","09","Septiembre","37","12","Lunes","No","No"
2022-09-13,"2022","09","Septiembre","37","13","Martes","No","No"
2022-09-14,"2022","09","Septiembre","37","14","Miércoles","No","No"
2022-09-15,"2022","09","Septiembre","37","15","Jueves","No","No"
2022-09-16,"2022","09","Septiembre","37","16","Viernes","No","No"
2022-09-17,"2022","09","Septiembre","37","17","Sábado","No","No"
2022-09-18,"2022","09","Septiembre","37","18","Domingo","No","No"
2022-09-19,"2022","09","Septiembre","38","19","Lunes","No","No"
2022-09-20,"2022","09","Septiembre","38","20","Martes","No","No"
2022-09-21,"2022","09","Septiembre","38","21","Miércoles","No","No"
2022-09-22,"2022","09","Septiembre","38","22","Jueves","No","No"
2022-09-23,"2022","09","Septiembre","38","23","Viernes","No","No"
2022-09-24,"2022","09","Septiembre","38","24","Sábado","No","No"
2022-09-25,"2022","09","Septiembre","38","25","Domingo","No","No"
2022-09-26,"2022","09","Septiembre","39","26","Lunes","No","No"
2022-09-27,"2022","09","Septiembre","39","27","Martes","No","No"
2022-09-28,"2022","09","Septiembre","39","28","Miércoles","No","No"
2022-09-29,"2022","09","Septiembre","39","29","Jueves","No","No"
2022-09-30,"2022","09","Septiembre","39","30","Viernes","No","No"
2022-10-01,"2022","10","Octubre","39","01","Sábado","No","No"
2022-10-02,"2022","10","Octubre","39","02","Domingo","No","No"
2022-10-03,"2022","10","Octubre","40","03","Lunes","No","No"
2022-10-04,"2022","10","Octubre","40","04","Martes","No","No"
2022-10-05,"2022","10","Octubre","40","05","Miércoles","No","No"
2022-10-06,"2022","10","Octubre","40","06","Jueves","No","No"
2022-10-07,"2022","10","Octubre","40","07","Viernes","No","No"
2022-10-08,"2022","10","Octubre","40","08","Sábado","No","No"
2022-10-09,"2022","10","Octubre","40","09","Domingo","No","No"
2022-10-10,"2022","10","Octubre","41","10","Lunes","No","No"
2022-10-11,"2022","10","Octubre","41","11","Martes","No","No"
2022-10-12,"2022","10","Octubre","41","12","Miércoles","No","No"
2022-10-13,"2022","10","Octubre","41","13","Jueves","No","No"
2022-10-14,"2022","10","Octubre","41","14","Viernes","No","Fiesta  De  Los  Zocalos"
2022-10-15,"2022","10","Octubre","41","15","Sábado","No","Fiesta  De  Los  Zocalos"
2022-10-16,"2022","10","Octubre","41","16","Domingo","No","Fiesta  De  Los  Zocalos"
2022-10-17,"2022","10","Octubre","42","17","Lunes","Sí","Fiesta  De  Los  Zocalos"
2022-10-18,"2022","10","Octubre","42","18","Martes","No","No"
2022-10-19,"2022","10","Octubre","42","19","Miércoles","No","No"
2022-10-20,"2022","10","Octubre","42","20","Jueves","No","No"
2022-10-21,"2022","10","Octubre","42","21","Viernes","No","No"
2022-10-22,"2022","10","Octubre","42","22","Sábado","No","No"
2022-10-23,"2022","10","Octubre","42","23","Domingo","No","No"
2022-10-24,"2022","10","Octubre","43","24","Lunes","No","No"
2022-10-25,"2022","10","Octubre","43","25","Martes","No","No"
2022-10-26,"2022","10","Octubre","43","26","Miércoles","No","No"
2022-10-27,"2022","10","Octubre","43","27","Jueves","No","No"
2022-10-28,"2022","10","Octubre","43","28","Viernes","No","No"
2022-10-29,"2022","10","Octubre","43","29","Sábado","No","No"
2022-10-30,"2022","10","Octubre","43","30","Domingo","No","No"
2022-10-31,"2022","10","Octubre","44","31","Lunes","No","Halloween"
2022-11-01,"2022","11","Noviembre","44","01","Martes","No","No"
2022-11-02,"2022","11","Noviembre","44","02","Miércoles","No","No"
2022-11-03,"2022","11","Noviembre","44","03","Jueves","No","No"
2022-11-04,"2022","11","Noviembre","44","04","Viernes","No","No"
2022-11-05,"2022","11","Noviembre","44","05","Sábado","No","No"
2022-11-06,"2022","11","Noviembre","44","06","Domingo","No","No"
2022-11-07,"2022","11","Noviembre","45","07","Lunes","Sí","No"
2022-11-08,"2022","11","Noviembre","45","08","Martes","No","No"
2022-11-09,"2022","11","Noviembre","45","09","Miércoles","No","No"
2022-11-10,"2022","11","Noviembre","45","10","Jueves","No","No"
2022-11-11,"2022","11","Noviembre","45","11","Viernes","No","No"
2022-11-12,"2022","11","Noviembre","45","12","Sábado","No","No"
2022-11-13,"2022","11","Noviembre","45","13","Domingo","No","No"
2022-11-14,"2022","11","Noviembre","46","14","Lunes","Sí","No"
2022-11-15,"2022","11","Noviembre","46","15","Martes","No","No"
2022-11-16,"2022","11","Noviembre","46","16","Miércoles","No","No"
2022-11-17,"2022","11","Noviembre","46","17","Jueves","No","No"
2022-11-18,"2022","11","Noviembre","46","18","Viernes","No","No"
2022-11-19,"2022","11","Noviembre","46","19","Sábado","No","No"
2022-11-20,"2022","11","Noviembre","46","20","Domingo","No","No"
2022-11-21,"2022","11","Noviembre","47","21","Lunes","No","No"
2022-11-22,"2022","11","Noviembre","47","22","Martes","No","No"
2022-11-23,"2022","11","Noviembre","47","23","Miércoles","No","No"
2022-11-24,"2022","11","Noviembre","47","24","Jueves","No","No"
2022-11-25,"2022","11","Noviembre","47","25","Viernes","No","No"
2022-11-26,"2022","11","Noviembre","47","26","Sábado","No","No"
2022-11-27,"2022","11","Noviembre","47","27","Domingo","No","No"
2022-11-28,"2022","11","Noviembre","48","28","Lunes","No","No"
2022-11-29,"2022","11","Noviembre","48","29","Martes","No","No"
2022-11-30,"2022","11","Noviembre","48","30","Miércoles","No","No"
2022-12-01,"2022","12","Diciembre","48","01","Jueves","No","No"
2022-12-02,"2022","12","Diciembre","48","02","Viernes","No","No"
2022-12-03,"2022","12","Diciembre","48","03","Sábado","No","No"
2022-12-04,"2022","12","Diciembre","48","04","Domingo","No","No"
2022-12-05,"2022","12","Diciembre","49","05","Lunes","No","No"
2022-12-06,"2022","12","Diciembre","49","06","Martes","No","No"
2022-12-07,"2022","12","Diciembre","49","07","Miércoles","No","No"
2022-12-08,"2022","12","Diciembre","49","08","Jueves","Sí","No"
2022-12-09,"2022","12","Diciembre","49","09","Viernes","No","No"
2022-12-10,"2022","12","Diciembre","49","10","Sábado","No","No"
2022-12-11,"2022","12","Diciembre","49","11","Domingo","No","No"
2022-12-12,"2022","12","Diciembre","50","12","Lunes","No","No"
2022-12-13,"2022","12","Diciembre","50","13","Martes","No","No"
2022-12-14,"2022","12","Diciembre","50","14","Miércoles","No","No"
2022-12-15,"2022","12","Diciembre","50","15","Jueves","No","No"
2022-12-16,"2022","12","Diciembre","50","16","Viernes","No","No"
2022-12-17,"2022","12","Diciembre","50","17","Sábado","No","No"
2022-12-18,"2022","12","Diciembre","50","18","Domingo","No","No"
2022-12-19,"2022","12","Diciembre","51","19","Lunes","No","No"
2022-12-20,"2022","12","Diciembre","51","20","Martes","No","No"
2022-12-21,"2022","12","Diciembre","51","21","Miércoles","No","No"
2022-12-22,"2022","12","Diciembre","51","22","Jueves","No","No"
2022-12-23,"2022","12","Diciembre","51","23","Viernes","No","No"
2022-12-24,"2022","12","Diciembre","51","24","Sábado","No","No"
2022-12-25,"2022","12","Diciembre","51","25","Domingo","Sí","Navidad"
2022-12-26,"2022","12","Diciembre","52","26","Lunes","No","No"
2022-12-27,"2022","12","Diciembre","52","27","Martes","No","No"
2022-12-28,"2022","12","Diciembre","52","28","Miércoles","No","No"
2022-12-29,"2022","12","Diciembre","52","29","Jueves","No","No"
2022-12-30,"2022","12","Diciembre","52","30","Viernes","No","No"
2022-12-31,"2022","12","Diciembre","52","31","Sábado","No","Fin  De  Anio"
2023-01-01,"2023","01","Enero","52","01","Domingo","No","No"
2023-01-02,"2023","01","Enero","01","02","Lunes","No","No"
2023-01-03,"2023","01","Enero","01","03","Martes","No","No"
2023-01-04,"2023","01","Enero","01","04","Miércoles","No","No"
2023-01-05,"2023","01","Enero","01","05","Jueves","No","No"
2023-01-06,"2023","01","Enero","01","06","Viernes","No","No"
2023-01-07,"2023","01","Enero","01","07","Sábado","No","No"
2023-01-08,"2023","01","Enero","01","08","Domingo","No","No"
2023-01-09,"2023","01","Enero","02","09","Lunes","Sí","No"
2023-01-10,"2023","01","Enero","02","10","Martes","No","No"
2023-01-11,"2023","01","Enero","02","11","Miércoles","No","No"
2023-01-12,"2023","01","Enero","02","12","Jueves","No","No"
2023-01-13,"2023","01","Enero","02","13","Viernes","No","No"
2023-01-14,"2023","01","Enero","02","14","Sábado","No","No"
2023-01-15,"2023","01","Enero","02","15","Domingo","No","No"
2023-01-16,"2023","01","Enero","03","16","Lunes","No","No"
2023-01-17,"2023","01","Enero","03","17","Martes","No","No"
2023-01-18,"2023","01","Enero","03","18","Miércoles","No","No"
2023-01-19,"2023","01","Enero","03","19","Jueves","No","No"
2023-01-20,"2023","01","Enero","03","20","Viernes","No","No"
2023-01-21,"2023","01","Enero","03","21","Sábado","No","No"
2023-01-22,"2023","01","Enero","03","22","Domingo","No","No"
2023-01-23,"2023","01","Enero","04","23","Lunes","No","No"
2023-01-24,"2023","01","Enero","04","24","Martes","No","No"
2023-01-25,"2023","01","Enero","04","25","Miércoles","No","No"
2023-01-26,"2023","01","Enero","04","26","Jueves","No","No"
2023-01-27,"2023","01","Enero","04","27","Viernes","No","No"
2023-01-28,"2023","01","Enero","04","28","Sábado","No","No"
2023-01-29,"2023","01","Enero","04","29","Domingo","No","No"
2023-01-30,"2023","01","Enero","05","30","Lunes","No","No"
2023-01-31,"2023","01","Enero","05","31","Martes","No","No"
2023-02-01,"2023","02","Febrero","05","01","Miércoles","No","No"
2023-02-02,"2023","02","Febrero","05","02","Jueves","No","No"
2023-02-03,"2023","02","Febrero","05","03","Viernes","No","No"
2023-02-04,"2023","02","Febrero","05","04","Sábado","No","No"
2023-02-05,"2023","02","Febrero","05","05","Domingo","No","No"
2023-02-06,"2023","02","Febrero","06","06","Lunes","No","No"
2023-02-07,"2023","02","Febrero","06","07","Martes","No","No"
2023-02-08,"2023","02","Febrero","06","08","Miércoles","No","No"
2023-02-09,"2023","02","Febrero","06","09","Jueves","No","No"
2023-02-10,"2023","02","Febrero","06","10","Viernes","No","No"
2023-02-11,"2023","02","Febrero","06","11","Sábado","No","No"
2023-02-12,"2023","02","Febrero","06","12","Domingo","No","No"
2023-02-13,"2023","02","Febrero","07","13","Lunes","No","No"
2023-02-14,"2023","02","Febrero","07","14","Martes","No","No"
2023-02-15,"2023","02","Febrero","07","15","Miércoles","No","No"
2023-02-16,"2023","02","Febrero","07","16","Jueves","No","No"
2023-02-17,"2023","02","Febrero","07","17","Viernes","No","No"
2023-02-18,"2023","02","Febrero","07","18","Sábado","No","No"
2023-02-19,"2023","02","Febrero","07","19","Domingo","No","No"
2023-02-20,"2023","02","Febrero","08","20","Lunes","No","No"
2023-02-21,"2023","02","Febrero","08","21","Martes","No","No"
2023-02-22,"2023","02","Febrero","08","22","Miércoles","No","No"
2023-02-23,"2023","02","Febrero","08","23","Jueves","No","No"
2023-02-24,"2023","02","Febrero","08","24","Viernes","No","No"
2023-02-25,"2023","02","Febrero","08","25","Sábado","No","No"
2023-02-26,"2023","02","Febrero","08","26","Domingo","No","No"
2023-02-27,"2023","02","Febrero","09","27","Lunes","No","No"
2023-02-28,"2023","02","Febrero","09","28","Martes","No","No"
2023-03-01,"2023","03","Marzo","09","01","Miércoles","No","No"
2023-03-02,"2023","03","Marzo","09","02","Jueves","No","No"
2023-03-03,"2023","03","Marzo","09","03","Viernes","No","No"
2023-03-04,"2023","03","Marzo","09","04","Sábado","No","No"
2023-03-05,"2023","03","Marzo","09","05","Domingo","No","No"
2023-03-06,"2023","03","Marzo","10","06","Lunes","No","No"
2023-03-07,"2023","03","Marzo","10","07","Martes","No","No"
2023-03-08,"2023","03","Marzo","10","08","Miércoles","No","No"
2023-03-09,"2023","03","Marzo","10","09","Jueves","No","No"
2023-03-10,"2023","03","Marzo","10","10","Viernes","No","No"
2023-03-11,"2023","03","Marzo","10","11","Sábado","No","No"
2023-03-12,"2023","03","Marzo","10","12","Domingo","No","No"
2023-03-13,"2023","03","Marzo","11","13","Lunes","No","No"
2023-03-14,"2023","03","Marzo","11","14","Martes","No","No"
2023-03-15,"2023","03","Marzo","11","15","Miércoles","No","No"
2023-03-16,"2023","03","Marzo","11","16","Jueves","No","No"
2023-03-17,"2023","03","Marzo","11","17","Viernes","No","No"
2023-03-18,"2023","03","Marzo","11","18","Sábado","No","No"
2023-03-19,"2023","03","Marzo","11","19","Domingo","No","No"
2023-03-20,"2023","03","Marzo","12","20","Lunes","Sí","No"
2023-03-21,"2023","03","Marzo","12","21","Martes","No","No"
2023-03-22,"2023","03","Marzo","12","22","Miércoles","No","No"
2023-03-23,"2023","03","Marzo","12","23","Jueves","No","No"
2023-03-24,"2023","03","Marzo","12","24","Viernes","No","No"
2023-03-25,"2023","03","Marzo","12","25","Sábado","No","No"
2023-03-26,"2023","03","Marzo","12","26","Domingo","No","No"
2023-03-27,"2023","03","Marzo","13","27","Lunes","No","No"
2023-03-28,"2023","03","Marzo","13","28","Martes","No","No"
2023-03-29,"2023","03","Marzo","13","29","Miércoles","No","No"
2023-03-30,"2023","03","Marzo","13","30","Jueves","No","No"
2023-03-31,"2023","03","Marzo","13","31","Viernes","No","No"
2023-04-01,"2023","04","Abril","13","01","Sábado","No","No"
2023-04-02,"2023","04","Abril","13","02","Domingo","No","Semana  Santa"
2023-04-03,"2023","04","Abril","14","03","Lunes","No","Semana  Santa"
2023-04-04,"2023","04","Abril","14","04","Martes","No","Semana  Santa"
2023-04-05,"2023","04","Abril","14","05","Miércoles","No","Semana  Santa"
2023-04-06,"2023","04","Abril","14","06","Jueves","Sí","Semana  Santa"
2023-04-07,"2023","04","Abril","14","07","Viernes","Sí","Semana  Santa"
2023-04-08,"2023","04","Abril","14","08","Sábado","No","Semana  Santa"
2023-04-09,"2023","04","Abril","14","09","Domingo","No","Semana  Santa"
2023-04-10,"2023","04","Abril","15","10","Lunes","No","No"
2023-04-11,"2023","04","Abril","15","11","Martes","No","No"
2023-04-12,"2023","04","Abril","15","12","Miércoles","No","No"
2023-04-13,"2023","04","Abril","15","13","Jueves","No","No"
2023-04-14,"2023","04","Abril","15","14","Viernes","No","No"
2023-04-15,"2023","04","Abril","15","15","Sábado","No","No"
2023-04-16,"2023","04","Abril","15","16","Domingo","No","No"
2023-04-17,"2023","04","Abril","16","17","Lunes","No","No"
2023-04-18,"2023","04","Abril","16","18","Martes","No","No"
2023-04-19,"2023","04","Abril","16","19","Miércoles","No","No"
2023-04-20,"2023","04","Abril","16","20","Jueves","No","No"
2023-04-21,"2023","04","Abril","16","21","Viernes","No","No"
2023-04-22,"2023","04","Abril","16","22","Sábado","No","Di.A  Sin  Carro"
2023-04-23,"2023","04","Abril","16","23","Domingo","No","No"
2023-04-24,"2023","04","Abril","17","24","Lunes","No","No"
2023-04-25,"2023","04","Abril","17","25","Martes","No","No"
2023-04-26,"2023","04","Abril","17","26","Miércoles","No","No"
2023-04-27,"2023","04","Abril","17","27","Jueves","No","No"
2023-04-28,"2023","04","Abril","17","28","Viernes","No","No"
2023-04-29,"2023","04","Abril","17","29","Sábado","No","No"
2023-04-30,"2023","04","Abril","17","30","Domingo","No","No"
2023-05-01,"2023","05","Mayo","18","01","Lunes","Sí","No"
2023-05-02,"2023","05","Mayo","18","02","Martes","No","No"
2023-05-03,"2023","05","Mayo","18","03","Miércoles","No","No"
2023-05-04,"2023","05","Mayo","18","04","Jueves","No","No"
2023-05-05,"2023","05","Mayo","18","05","Viernes","No","No"
2023-05-06,"2023","05","Mayo","18","06","Sábado","No","No"
2023-05-07,"2023","05","Mayo","18","07","Domingo","No","No"
2023-05-08,"2023","05","Mayo","19","08","Lunes","No","No"
2023-05-09,"2023","05","Mayo","19","09","Martes","No","No"
2023-05-10,"2023","05","Mayo","19","10","Miércoles","No","No"
2023-05-11,"2023","05","Mayo","19","11","Jueves","No","No"
2023-05-12,"2023","05","Mayo","19","12","Viernes","No","No"
2023-05-13,"2023","05","Mayo","19","13","Sábado","No","Dia  De  La  Madre"
2023-05-14,"2023","05","Mayo","19","14","Domingo","No","Dia  De  La  Madre"
2023-05-15,"2023","05","Mayo","20","15","Lunes","No","No"
2023-05-16,"2023","05","Mayo","20","16","Martes","No","No"
2023-05-17,"2023","05","Mayo","20","17","Miércoles","No","No"
2023-05-18,"2023","05","Mayo","20","18","Jueves","No","No"
2023-05-19,"2023","05","Mayo","20","19","Viernes","No","No"
2023-05-20,"2023","05","Mayo","20","20","Sábado","No","No"
2023-05-21,"2023","05","Mayo","20","21","Domingo","No","No"
2023-05-22,"2023","05","Mayo","21","22","Lunes","Sí","No"
2023-05-23,"2023","05","Mayo","21","23","Martes","No","No"
2023-05-24,"2023","05","Mayo","21","24","Miércoles","No","No"
2023-05-25,"2023","05","Mayo","21","25","Jueves","No","No"
2023-05-26,"2023","05","Mayo","21","26","Viernes","No","No"
2023-05-27,"2023","05","Mayo","21","27","Sábado","No","No"
2023-05-28,"2023","05","Mayo","21","28","Domingo","No","No"
2023-05-29,"2023","05","Mayo","22","29","Lunes","No","No"
2023-05-30,"2023","05","Mayo","22","30","Martes","No","No"
2023-05-31,"2023","05","Mayo","22","31","Miércoles","No","No"
2023-06-01,"2023","06","Junio","22","01","Jueves","No","No"
2023-06-02,"2023","06","Junio","22","02","Viernes","No","No"
2023-06-03,"2023","06","Junio","22","03","Sábado","No","No"
2023-06-04,"2023","06","Junio","22","04","Domingo","No","No"
2023-06-05,"2023","06","Junio","23","05","Lunes","No","No"
2023-06-06,"2023","06","Junio","23","06","Martes","No","No"
2023-06-07,"2023","06","Junio","23","07","Miércoles","No","No"
2023-06-08,"2023","06","Junio","23","08","Jueves","No","No"
2023-06-09,"2023","06","Junio","23","09","Viernes","No","No"
2023-06-10,"2023","06","Junio","23","10","Sábado","No","No"
2023-06-11,"2023","06","Junio","23","11","Domingo","No","No"
2023-06-12,"2023","06","Junio","24","12","Lunes","Sí","No"
2023-06-13,"2023","06","Junio","24","13","Martes","No","No"
2023-06-14,"2023","06","Junio","24","14","Miércoles","No","No"
2023-06-15,"2023","06","Junio","24","15","Jueves","No","No"
2023-06-16,"2023","06","Junio","24","16","Viernes","No","No"
2023-06-17,"2023","06","Junio","24","17","Sábado","No","No"
2023-06-18,"2023","06","Junio","24","18","Domingo","No","No"
2023-06-19,"2023","06","Junio","25","19","Lunes","Sí","No"
2023-06-20,"2023","06","Junio","25","20","Martes","No","No"
2023-06-21,"2023","06","Junio","25","21","Miércoles","No","No"
2023-06-22,"2023","06","Junio","25","22","Jueves","No","No"
2023-06-23,"2023","06","Junio","25","23","Viernes","No","No"
2023-06-24,"2023","06","Junio","25","24","Sábado","No","No"
2023-06-25,"2023","06","Junio","25","25","Domingo","No","No"
2023-06-26,"2023","06","Junio","26","26","Lunes","No","No"
2023-06-27,"2023","06","Junio","26","27","Martes","No","No"
2023-06-28,"2023","06","Junio","26","28","Miércoles","No","No"
2023-06-29,"2023","06","Junio","26","29","Jueves","No","No"
2023-06-30,"2023","06","Junio","26","30","Viernes","No","No"
2023-07-01,"2023","07","Julio","26","01","Sábado","No","No"
2023-07-02,"2023","07","Julio","26","02","Domingo","No","No"
